cutout,pair_id,x0_kpc,y0_kpc,tng_ad_statistic,tng_ad_empirical_p,tng_residual_rms,grf_median_residual_rms,tng_residual_rms_empirical_p,tng_negative_dip,grf_median_negative_dip,tng_negative_dip_empirical_p,tng_residual_max_abs,grf_median_residual_max_abs,tng_residual_max_abs_empirical_p,tng_distinguishable_ad,tng_distinguishable_rms
cutout_14.hdf5,373,104.33380477540216,-112.6990147027532,21.95039385949673,0.238095238095238,0.002152622279539,0.0023248909654436,0.8571428571428571,0.0080723497772275,0.0060210068556379,0.1428571428571428,0.0080723497772275,0.0060210068556379,0.1428571428571428,False,False
cutout_14.hdf5,374,0.085975364769713,-92.7055070224905,24.55343544620692,0.3809523809523809,0.0056488243831122,0.0090440499702703,0.8095238095238095,0.0090062166141966,0.0145077266873594,0.8571428571428571,0.0170002541224462,0.0168743543233394,0.5714285714285714,False,False
cutout_15.hdf5,375,-18.759775130870867,-160.46387981437405,0.6998327512654564,0.9523809523809524,0.0283415843502594,0.0290058739404361,0.5238095238095238,0.0482963000268968,0.0499963359738855,0.5714285714285714,0.0512894617998586,0.0549338416025029,0.6190476190476191,False,False
cutout_15.hdf5,376,-129.62161182194845,134.16414939577837,36.62992236503422,0.1428571428571428,0.063087323044993,0.0527087744822947,0.4761904761904761,0.2910912368132226,0.2062662424103957,0.1904761904761904,0.2910912368132226,0.2468282473310653,0.2857142857142857,False,False
cutout_15.hdf5,377,-111.01170002280116,53.05499772622122,48.10957451107397,0.1428571428571428,0.065912571765459,0.0341960245429722,0.1904761904761904,0.1513090589696191,0.1003609807578249,0.1904761904761904,0.1513090589696191,0.1003609807578249,0.1904761904761904,False,False
cutout_15.hdf5,378,146.0166120088195,51.38402625890829,5.617805010828972,0.5714285714285714,0.0352978478726865,0.0340746035506305,0.4285714285714285,0.0920382023968738,0.1048277075078218,1.0,0.0955357662318972,0.1048277075078218,1.0,False,False
cutout_15.hdf5,379,-49.870717623603056,3.6593991810005937,30.569029986893923,0.1428571428571428,0.0374339458665108,0.0314246857851281,0.3333333333333333,0.0911342453725443,0.0801393430146956,0.4285714285714285,0.0911342453725443,0.1041382219198419,0.8571428571428571,False,False
cutout_15.hdf5,380,-36.75278495720861,-31.81692219417655,8.476801842865392,0.9523809523809524,0.0334973918721248,0.0358234881673741,0.7142857142857143,0.0746466369313259,0.096336173232852,0.9047619047619048,0.0746466369313259,0.096336173232852,0.9047619047619048,False,False
cutout_15.hdf5,381,-49.10310439085987,101.26635235166316,22.73178377568806,0.3333333333333333,0.0148193671397988,0.0258210504705907,0.9523809523809524,0.0525938621094434,0.0859608311140076,0.8571428571428571,0.0525938621094434,0.0859608311140076,0.9047619047619048,False,False
cutout_15.hdf5,382,-94.0806489936432,90.95554809044724,43.04260899327903,0.1428571428571428,0.0268385691224265,0.0161131316449535,0.0952380952380952,0.0619940095265315,0.0438022408174827,0.238095238095238,0.0619940095265315,0.0438022408174827,0.238095238095238,False,False
cutout_15.hdf5,383,-165.98582613697056,30.130594062588894,4.331220097818492,0.7619047619047619,0.1747951636296845,0.1962951648616689,1.0,0.2810167138274111,0.2757065360859617,0.5238095238095238,0.3002228624831791,0.3625646850313697,0.9047619047619048,False,False
cutout_15.hdf5,384,40.94725288406004,-64.65435653087438,2.6155593611356003,0.9047619047619048,0.0251546527455024,0.0264533247430155,0.6190476190476191,0.0613336282809433,0.0406851684100245,0.3333333333333333,0.0905474360803834,0.0836435026597015,0.4761904761904761,False,False
cutout_15.hdf5,385,8.67530992689338,85.21790124163496,20.92201041573969,0.238095238095238,0.0205634098269556,0.0227776369232793,0.8571428571428571,0.0275925292853398,0.052384398197324,0.8571428571428571,0.0416655275828668,0.0712894106465536,1.0,False,False
cutout_15.hdf5,386,-34.105298005962624,141.0151830360401,21.16123141233801,0.2857142857142857,0.0677407607948924,0.0612975491730909,0.6190476190476191,0.1570691654188468,0.1840058136809013,0.9047619047619048,0.1570691654188468,0.1840058136809013,0.9047619047619048,False,False
